species,matric_pot,hyphal_rate,type
a.gal1.s,0,0.001584758,smoothed
a.gal1.s,-0.01,0.001888309,smoothed
a.gal1.s,-0.02,0.002242678,smoothed
a.gal1.s,-0.03,0.002654902,smoothed
a.gal1.s,-0.04,0.003132721,smoothed
a.gal1.s,-0.05,0.003684605,smoothed
a.gal1.s,-0.06,0.004319764,smoothed
a.gal1.s,-0.07,0.005048165,smoothed
a.gal1.s,-0.08,0.005880526,smoothed
a.gal1.s,-0.09,0.0068283,smoothed
a.gal1.s,-0.1,0.007903651,smoothed
a.gal1.s,-0.11,0.009119412,smoothed
a.gal1.s,-0.12,0.010489028,smoothed
a.gal1.s,-0.13,0.012026479,smoothed
a.gal1.s,-0.14,0.013746192,smoothed
a.gal1.s,-0.15,0.015662932,smoothed
a.gal1.s,-0.16,0.017791671,smoothed
a.gal1.s,-0.17,0.020147445,smoothed
a.gal1.s,-0.18,0.022745192,smoothed
a.gal1.s,-0.19,0.025599574,smoothed
a.gal1.s,-0.2,0.028724782,smoothed
a.gal1.s,-0.21,0.032134337,smoothed
a.gal1.s,-0.22,0.03584087,smoothed
a.gal1.s,-0.23,0.039855908,smoothed
a.gal1.s,-0.24,0.044189647,smoothed
a.gal1.s,-0.25,0.048850733,smoothed
a.gal1.s,-0.26,0.053846043,smoothed
a.gal1.s,-0.27,0.059180482,smoothed
a.gal1.s,-0.28,0.064856786,smoothed
a.gal1.s,-0.29,0.070875354,smoothed
a.gal1.s,-0.3,0.077234089,smoothed
a.gal1.s,-0.31,0.083928285,smoothed
a.gal1.s,-0.32,0.090950527,smoothed
a.gal1.s,-0.33,0.098290636,smoothed
a.gal1.s,-0.34,0.105935648,smoothed
a.gal1.s,-0.35,0.113869837,smoothed
a.gal1.s,-0.36,0.12207477,smoothed
a.gal1.s,-0.37,0.130529412,smoothed
a.gal1.s,-0.38,0.139210267,smoothed
a.gal1.s,-0.39,0.148091561,smoothed
a.gal1.s,-0.4,0.157145464,smoothed
a.gal1.s,-0.41,0.166342339,smoothed
a.gal1.s,-0.42,0.175651038,smoothed
a.gal1.s,-0.43,0.185039201,smoothed
a.gal1.s,-0.44,0.194473602,smoothed
a.gal1.s,-0.45,0.203920487,smoothed
a.gal1.s,-0.46,0.213345939,smoothed
a.gal1.s,-0.47,0.222716233,smoothed
a.gal1.s,-0.48,0.231998198,smoothed
a.gal1.s,-0.49,0.241159562,smoothed
a.gal1.s,-0.5,0.250169284,smoothed
a.gal1.s,-0.51,0.258997862,smoothed
a.gal1.s,-0.52,0.267617622,smoothed
a.gal1.s,-0.53,0.276002965,smoothed
a.gal1.s,-0.54,0.284130585,smoothed
a.gal1.s,-0.55,0.291979651,smoothed
a.gal1.s,-0.56,0.299531944,smoothed
a.gal1.s,-0.57,0.306771957,smoothed
a.gal1.s,-0.58,0.313686951,smoothed
a.gal1.s,-0.59,0.320266971,smoothed
a.gal1.s,-0.6,0.326504822,smoothed
a.gal1.s,-0.61,0.332396011,smoothed
a.gal1.s,-0.62,0.337938651,smoothed
a.gal1.s,-0.63,0.343133335,smoothed
a.gal1.s,-0.64,0.347982983,smoothed
a.gal1.s,-0.65,0.352492668,smoothed
a.gal1.s,-0.66,0.356669422,smoothed
a.gal1.s,-0.67,0.360522026,smoothed
a.gal1.s,-0.68,0.364060796,smoothed
a.gal1.s,-0.69,0.367297362,smoothed
a.gal1.s,-0.7,0.370244441,smoothed
a.gal1.s,-0.71,0.37291562,smoothed
a.gal1.s,-0.72,0.375325144,smoothed
a.gal1.s,-0.73,0.377487711,smoothed
a.gal1.s,-0.74,0.379418281,smoothed
a.gal1.s,-0.75,0.381131899,smoothed
a.gal1.s,-0.76,0.382643536,smoothed
a.gal1.s,-0.77,0.383967941,smoothed
a.gal1.s,-0.78,0.385119521,smoothed
a.gal1.s,-0.79,0.386112226,smoothed
a.gal1.s,-0.8,0.386959465,smoothed
a.gal1.s,-0.81,0.387674029,smoothed
a.gal1.s,-0.82,0.38826804,smoothed
a.gal1.s,-0.83,0.388752903,smoothed
a.gal1.s,-0.84,0.389139288,smoothed
a.gal1.s,-0.85,0.389437112,smoothed
a.gal1.s,-0.86,0.389655541,smoothed
a.gal1.s,-0.87,0.389802997,smoothed
a.gal1.s,-0.88,0.389887174,smoothed
a.gal1.s,-0.89,0.389915068,smoothed
a.gal1.s,-0.9,0.389893002,smoothed
a.gal1.s,-0.91,0.389826665,smoothed
a.gal1.s,-0.92,0.389721148,smoothed
a.gal1.s,-0.93,0.389580984,smoothed
a.gal1.s,-0.94,0.389410191,smoothed
a.gal1.s,-0.95,0.389212315,smoothed
a.gal1.s,-0.96,0.388990467,smoothed
a.gal1.s,-0.97,0.388747367,smoothed
a.gal1.s,-0.98,0.388485382,smoothed
a.gal1.s,-0.99,0.388206563,smoothed
a.gal1.s,-1,0.387912677,smoothed
a.gal1.s,-1.01,0.387605244,smoothed
a.gal1.s,-1.02,0.387285564,smoothed
a.gal1.s,-1.03,0.386954744,smoothed
a.gal1.s,-1.04,0.386613723,smoothed
a.gal1.s,-1.05,0.386263297,smoothed
a.gal1.s,-1.06,0.385904136,smoothed
a.gal1.s,-1.07,0.385536802,smoothed
a.gal1.s,-1.08,0.385161767,smoothed
a.gal1.s,-1.09,0.384779424,smoothed
a.gal1.s,-1.1,0.384390101,smoothed
a.gal1.s,-1.11,0.383994073,smoothed
a.gal1.s,-1.12,0.383591565,smoothed
a.gal1.s,-1.13,0.383182767,smoothed
a.gal1.s,-1.14,0.382767835,smoothed
a.gal1.s,-1.15,0.382346901,smoothed
a.gal1.s,-1.16,0.381920072,smoothed
a.gal1.s,-1.17,0.381487441,smoothed
a.gal1.s,-1.18,0.381049085,smoothed
a.gal1.s,-1.19,0.38060507,smoothed
a.gal1.s,-1.2,0.380155453,smoothed
a.gal1.s,-1.21,0.379700283,smoothed
a.gal1.s,-1.22,0.379239603,smoothed
a.gal1.s,-1.23,0.378773451,smoothed
a.gal1.s,-1.24,0.378301863,smoothed
a.gal1.s,-1.25,0.377824872,smoothed
a.gal1.s,-1.26,0.377342506,smoothed
a.gal1.s,-1.27,0.376854794,smoothed
a.gal1.s,-1.28,0.376361765,smoothed
a.gal1.s,-1.29,0.375863442,smoothed
a.gal1.s,-1.3,0.375359853,smoothed
a.gal1.s,-1.31,0.374851023,smoothed
a.gal1.s,-1.32,0.374336975,smoothed
a.gal1.s,-1.33,0.373817735,smoothed
a.gal1.s,-1.34,0.373293327,smoothed
a.gal1.s,-1.35,0.372763775,smoothed
a.gal1.s,-1.36,0.372229105,smoothed
a.gal1.s,-1.37,0.37168934,smoothed
a.gal1.s,-1.38,0.371144505,smoothed
a.gal1.s,-1.39,0.370594625,smoothed
a.gal1.s,-1.4,0.370039726,smoothed
a.gal1.s,-1.41,0.369479831,smoothed
a.gal1.s,-1.42,0.368914967,smoothed
a.gal1.s,-1.43,0.368345159,smoothed
a.gal1.s,-1.44,0.367770432,smoothed
a.gal1.s,-1.45,0.367190812,smoothed
a.gal1.s,-1.46,0.366606326,smoothed
a.gal1.s,-1.47,0.366016999,smoothed
a.gal1.s,-1.48,0.365422858,smoothed
a.gal1.s,-1.49,0.36482393,smoothed
a.gal1.s,-1.5,0.36422024,smoothed
a.gal1.s,-1.51,0.363611817,smoothed
a.gal1.s,-1.52,0.362998686,smoothed
a.gal1.s,-1.53,0.362380876,smoothed
a.gal1.s,-1.54,0.361758414,smoothed
a.gal1.s,-1.55,0.361131327,smoothed
a.gal1.s,-1.56,0.360499643,smoothed
a.gal1.s,-1.57,0.35986339,smoothed
a.gal1.s,-1.58,0.359222596,smoothed
a.gal1.s,-1.59,0.35857729,smoothed
a.gal1.s,-1.6,0.3579275,smoothed
a.gal1.s,-1.61,0.357273254,smoothed
a.gal1.s,-1.62,0.356614581,smoothed
a.gal1.s,-1.63,0.355951511,smoothed
a.gal1.s,-1.64,0.355284072,smoothed
a.gal1.s,-1.65,0.354612293,smoothed
a.gal1.s,-1.66,0.353936204,smoothed
a.gal1.s,-1.67,0.353255834,smoothed
a.gal1.s,-1.68,0.352571214,smoothed
a.gal1.s,-1.69,0.351882372,smoothed
a.gal1.s,-1.7,0.351189339,smoothed
a.gal1.s,-1.71,0.350492145,smoothed
a.gal1.s,-1.72,0.349790819,smoothed
a.gal1.s,-1.73,0.349085394,smoothed
a.gal1.s,-1.74,0.348375898,smoothed
a.gal1.s,-1.75,0.347662362,smoothed
a.gal1.s,-1.76,0.346944818,smoothed
a.gal1.s,-1.77,0.346223296,smoothed
a.gal1.s,-1.78,0.345497827,smoothed
a.gal1.s,-1.79,0.344768443,smoothed
a.gal1.s,-1.8,0.344035174,smoothed
a.gal1.s,-1.81,0.343298052,smoothed
a.gal1.s,-1.82,0.342557108,smoothed
a.gal1.s,-1.83,0.341812374,smoothed
a.gal1.s,-1.84,0.341063882,smoothed
a.gal1.s,-1.85,0.340311663,smoothed
a.gal1.s,-1.86,0.33955575,smoothed
a.gal1.s,-1.87,0.338796174,smoothed
a.gal1.s,-1.88,0.338032967,smoothed
a.gal1.s,-1.89,0.337266162,smoothed
a.gal1.s,-1.9,0.336495792,smoothed
a.gal1.s,-1.91,0.335721887,smoothed
a.gal1.s,-1.92,0.334944482,smoothed
a.gal1.s,-1.93,0.334163608,smoothed
a.gal1.s,-1.94,0.333379298,smoothed
a.gal1.s,-1.95,0.332591585,smoothed
a.gal1.s,-1.96,0.331800502,smoothed
a.gal1.s,-1.97,0.331006082,smoothed
a.gal1.s,-1.98,0.330208358,smoothed
a.gal1.s,-1.99,0.329407362,smoothed
a.gal1.s,-2,0.328603129,smoothed
a.gal1.s,-2.01,0.32779569,smoothed
a.gal1.s,-2.02,0.326985081,smoothed
a.gal1.s,-2.03,0.326171333,smoothed
a.gal1.s,-2.04,0.32535448,smoothed
a.gal1.s,-2.05,0.324534557,smoothed
a.gal1.s,-2.06,0.323711595,smoothed
a.gal1.s,-2.07,0.32288563,smoothed
a.gal1.s,-2.08,0.322056695,smoothed
a.gal1.s,-2.09,0.321224823,smoothed
a.gal1.s,-2.1,0.320390048,smoothed
a.gal1.s,-2.11,0.319552404,smoothed
a.gal1.s,-2.12,0.318711926,smoothed
a.gal1.s,-2.13,0.317868646,smoothed
a.gal1.s,-2.14,0.317022599,smoothed
a.gal1.s,-2.15,0.316173819,smoothed
a.gal1.s,-2.16,0.315322339,smoothed
a.gal1.s,-2.17,0.314468195,smoothed
a.gal1.s,-2.18,0.31361142,smoothed
a.gal1.s,-2.19,0.312752048,smoothed
a.gal1.s,-2.2,0.311890113,smoothed
a.gal1.s,-2.21,0.31102565,smoothed
a.gal1.s,-2.22,0.310158693,smoothed
a.gal1.s,-2.23,0.309289276,smoothed
a.gal1.s,-2.24,0.308417434,smoothed
a.gal1.s,-2.25,0.3075432,smoothed
a.gal1.s,-2.26,0.306666609,smoothed
a.gal1.s,-2.27,0.305787695,smoothed
a.gal1.s,-2.28,0.304906493,smoothed
a.gal1.s,-2.29,0.304023037,smoothed
a.gal1.s,-2.3,0.303137361,smoothed
a.gal1.s,-2.31,0.3022495,smoothed
a.gal1.s,-2.32,0.301359488,smoothed
a.gal1.s,-2.33,0.300467359,smoothed
a.gal1.s,-2.34,0.299573148,smoothed
a.gal1.s,-2.35,0.298676889,smoothed
a.gal1.s,-2.36,0.297778616,smoothed
a.gal1.s,-2.37,0.296878365,smoothed
a.gal1.s,-2.38,0.295976168,smoothed
a.gal1.s,-2.39,0.295072061,smoothed
a.gal1.s,-2.4,0.294166077,smoothed
a.gal1.s,-2.41,0.293258252,smoothed
a.gal1.s,-2.42,0.292348618,smoothed
a.gal1.s,-2.43,0.291437212,smoothed
a.gal1.s,-2.44,0.290524066,smoothed
a.gal1.s,-2.45,0.289609215,smoothed
a.gal1.s,-2.46,0.288692693,smoothed
a.gal1.s,-2.47,0.287774534,smoothed
a.gal1.s,-2.48,0.286854773,smoothed
a.gal1.s,-2.49,0.285933443,smoothed
a.gal1.s,-2.5,0.285010578,smoothed
a.gal1.s,-2.51,0.284086214,smoothed
a.gal1.s,-2.52,0.283160382,smoothed
a.gal1.s,-2.53,0.282233118,smoothed
a.gal1.s,-2.54,0.281304455,smoothed
a.gal1.s,-2.55,0.280374428,smoothed
a.gal1.s,-2.56,0.279443069,smoothed
a.gal1.s,-2.57,0.278510413,smoothed
a.gal1.s,-2.58,0.277576493,smoothed
a.gal1.s,-2.59,0.276641343,smoothed
a.gal1.s,-2.6,0.275704997,smoothed
a.gal1.s,-2.61,0.274767487,smoothed
a.gal1.s,-2.62,0.273828849,smoothed
a.gal1.s,-2.63,0.272889114,smoothed
a.gal1.s,-2.64,0.271948316,smoothed
a.gal1.s,-2.65,0.27100649,smoothed
a.gal1.s,-2.66,0.270063666,smoothed
a.gal1.s,-2.67,0.26911988,smoothed
a.gal1.s,-2.68,0.268175164,smoothed
a.gal1.s,-2.69,0.267229551,smoothed
a.gal1.s,-2.7,0.266283073,smoothed
a.gal1.s,-2.71,0.265335765,smoothed
a.gal1.s,-2.72,0.264387658,smoothed
a.gal1.s,-2.73,0.263438785,smoothed
a.gal1.s,-2.74,0.262489179,smoothed
a.gal1.s,-2.75,0.261538873,smoothed
a.gal1.s,-2.76,0.260587898,smoothed
a.gal1.s,-2.77,0.259636288,smoothed
a.gal1.s,-2.78,0.258684074,smoothed
a.gal1.s,-2.79,0.257731289,smoothed
a.gal1.s,-2.8,0.256777964,smoothed
a.gal1.s,-2.81,0.255824133,smoothed
a.gal1.s,-2.82,0.254869826,smoothed
a.gal1.s,-2.83,0.253915075,smoothed
a.gal1.s,-2.84,0.252959913,smoothed
a.gal1.s,-2.85,0.25200437,smoothed
a.gal1.s,-2.86,0.251048479,smoothed
a.gal1.s,-2.87,0.25009227,smoothed
a.gal1.s,-2.88,0.249135776,smoothed
a.gal1.s,-2.89,0.248179026,smoothed
a.gal1.s,-2.9,0.247222053,smoothed
a.gal1.s,-2.91,0.246264888,smoothed
a.gal1.s,-2.92,0.24530756,smoothed
a.gal1.s,-2.93,0.244350101,smoothed
a.gal1.s,-2.94,0.243392542,smoothed
a.gal1.s,-2.95,0.242434913,smoothed
a.gal1.s,-2.96,0.241477245,smoothed
a.gal1.s,-2.97,0.240519567,smoothed
a.gal1.s,-2.98,0.23956191,smoothed
a.gal1.s,-2.99,0.238604304,smoothed
a.gal1.s,-3,0.237646779,smoothed
a.gal1.s,-3.01,0.236689365,smoothed
a.gal1.s,-3.02,0.235732092,smoothed
a.gal1.s,-3.03,0.234774988,smoothed
a.gal1.s,-3.04,0.233818084,smoothed
a.gal1.s,-3.05,0.232861409,smoothed
a.gal1.s,-3.06,0.231904991,smoothed
a.gal1.s,-3.07,0.230948861,smoothed
a.gal1.s,-3.08,0.229993046,smoothed
a.gal1.s,-3.09,0.229037576,smoothed
a.gal1.s,-3.1,0.228082479,smoothed
a.gal1.s,-3.11,0.227127784,smoothed
a.gal1.s,-3.12,0.226173519,smoothed
a.gal1.s,-3.13,0.225219712,smoothed
a.gal1.s,-3.14,0.224266391,smoothed
a.gal1.s,-3.15,0.223313586,smoothed
a.gal1.s,-3.16,0.222361322,smoothed
a.gal1.s,-3.17,0.221409628,smoothed
a.gal1.s,-3.18,0.220458531,smoothed
a.gal1.s,-3.19,0.219508059,smoothed
a.gal1.s,-3.2,0.218558238,smoothed
a.gal1.s,-3.21,0.217609097,smoothed
a.gal1.s,-3.22,0.216660662,smoothed
a.gal1.s,-3.23,0.215712959,smoothed
a.gal1.s,-3.24,0.214766015,smoothed
a.gal1.s,-3.25,0.213819857,smoothed
a.gal1.s,-3.26,0.212874511,smoothed
a.gal1.s,-3.27,0.211930004,smoothed
a.gal1.s,-3.28,0.21098636,smoothed
a.gal1.s,-3.29,0.210043607,smoothed
a.gal1.s,-3.3,0.209101769,smoothed
a.gal1.s,-3.31,0.208160872,smoothed
a.gal1.s,-3.32,0.207220942,smoothed
a.gal1.s,-3.33,0.206282003,smoothed
a.gal1.s,-3.34,0.205344082,smoothed
a.gal1.s,-3.35,0.204407202,smoothed
a.gal1.s,-3.36,0.203471388,smoothed
a.gal1.s,-3.37,0.202536666,smoothed
a.gal1.s,-3.38,0.201603059,smoothed
a.gal1.s,-3.39,0.200670592,smoothed
a.gal1.s,-3.4,0.199739288,smoothed
a.gal1.s,-3.41,0.198809172,smoothed
a.gal1.s,-3.42,0.197880267,smoothed
a.gal1.s,-3.43,0.196952597,smoothed
a.gal1.s,-3.44,0.196026185,smoothed
a.gal1.s,-3.45,0.195101055,smoothed
a.gal1.s,-3.46,0.194177229,smoothed
a.gal1.s,-3.47,0.193254731,smoothed
a.gal1.s,-3.48,0.192333583,smoothed
a.gal1.s,-3.49,0.191413808,smoothed
a.gal1.s,-3.5,0.190495427,smoothed
a.gal1.s,-3.51,0.189578464,smoothed
a.gal1.s,-3.52,0.18866294,smoothed
a.gal1.s,-3.53,0.187748878,smoothed
a.gal1.s,-3.54,0.186836298,smoothed
a.gal1.s,-3.55,0.185925222,smoothed
a.gal1.s,-3.56,0.185015672,smoothed
a.gal1.s,-3.57,0.184107669,smoothed
a.gal1.s,-3.58,0.183201233,smoothed
a.gal1.s,-3.59,0.182296386,smoothed
a.gal1.s,-3.6,0.181393149,smoothed
a.gal1.s,-3.61,0.18049154,smoothed
a.gal1.s,-3.62,0.179591582,smoothed
a.gal1.s,-3.63,0.178693294,smoothed
a.gal1.s,-3.64,0.177796695,smoothed
a.gal1.s,-3.65,0.176901806,smoothed
a.gal1.s,-3.66,0.176008646,smoothed
a.gal1.s,-3.67,0.175117235,smoothed
a.gal1.s,-3.68,0.174227591,smoothed
a.gal1.s,-3.69,0.173339733,smoothed
a.gal1.s,-3.7,0.172453682,smoothed
a.gal1.s,-3.71,0.171569454,smoothed
a.gal1.s,-3.72,0.170687069,smoothed
a.gal1.s,-3.73,0.169806545,smoothed
a.gal1.s,-3.74,0.168927899,smoothed
a.gal1.s,-3.75,0.168051151,smoothed
a.gal1.s,-3.76,0.167176317,smoothed
a.gal1.s,-3.77,0.166303415,smoothed
a.gal1.s,-3.78,0.165432463,smoothed
a.gal1.s,-3.79,0.164563477,smoothed
a.gal1.s,-3.8,0.163696475,smoothed
a.gal1.s,-3.81,0.162831474,smoothed
a.gal1.s,-3.82,0.16196849,smoothed
a.gal1.s,-3.83,0.161107539,smoothed
a.gal1.s,-3.84,0.160248638,smoothed
a.gal1.s,-3.85,0.159391803,smoothed
a.gal1.s,-3.86,0.158537049,smoothed
a.gal1.s,-3.87,0.157684394,smoothed
a.gal1.s,-3.88,0.156833851,smoothed
a.gal1.s,-3.89,0.155985437,smoothed
a.gal1.s,-3.9,0.155139166,smoothed
a.gal1.s,-3.91,0.154295054,smoothed
a.gal1.s,-3.92,0.153453115,smoothed
a.gal1.s,-3.93,0.152613365,smoothed
a.gal1.s,-3.94,0.151775816,smoothed
a.gal1.s,-3.95,0.150940485,smoothed
a.gal1.s,-3.96,0.150107384,smoothed
a.gal1.s,-3.97,0.149276528,smoothed
a.gal1.s,-3.98,0.14844793,smoothed
a.gal1.s,-3.99,0.147621604,smoothed
a.gal1.s,-4,0.146797563,smoothed
a.gal1.s,-4.01,0.14597582,smoothed
a.gal1.s,-4.02,0.145156389,smoothed
a.gal1.s,-4.03,0.144339281,smoothed
a.gal1.s,-4.04,0.143524511,smoothed
a.gal1.s,-4.05,0.14271209,smoothed
a.gal1.s,-4.06,0.14190203,smoothed
a.gal1.s,-4.07,0.141094343,smoothed
a.gal1.s,-4.08,0.140289042,smoothed
a.gal1.s,-4.09,0.139486138,smoothed
a.gal1.s,-4.1,0.138685642,smoothed
a.gal1.s,-4.11,0.137887567,smoothed
a.gal1.s,-4.12,0.137091922,smoothed
a.gal1.s,-4.13,0.13629872,smoothed
a.gal1.s,-4.14,0.13550797,smoothed
a.gal1.s,-4.15,0.134719684,smoothed
a.gal1.s,-4.16,0.133933872,smoothed
a.gal1.s,-4.17,0.133150545,smoothed
a.gal1.s,-4.18,0.132369711,smoothed
a.gal1.s,-4.19,0.131591382,smoothed
a.gal1.s,-4.2,0.130815567,smoothed
a.gal1.s,-4.21,0.130042275,smoothed
a.gal1.s,-4.22,0.129271517,smoothed
a.gal1.s,-4.23,0.1285033,smoothed
a.gal1.s,-4.24,0.127737635,smoothed
a.gal1.s,-4.25,0.12697453,smoothed
a.gal1.s,-4.26,0.126213994,smoothed
a.gal1.s,-4.27,0.125456035,smoothed
a.gal1.s,-4.28,0.124700662,smoothed
a.gal1.s,-4.29,0.123947883,smoothed
a.gal1.s,-4.3,0.123197705,smoothed
a.gal1.s,-4.31,0.122450138,smoothed
a.gal1.s,-4.32,0.121705187,smoothed
a.gal1.s,-4.33,0.120962862,smoothed
a.gal1.s,-4.34,0.120223169,smoothed
a.gal1.s,-4.35,0.119486115,smoothed
a.gal1.s,-4.36,0.118751707,smoothed
a.gal1.s,-4.37,0.118019953,smoothed
a.gal1.s,-4.38,0.117290858,smoothed
a.gal1.s,-4.39,0.11656443,smoothed
a.gal1.s,-4.4,0.115840674,smoothed
a.gal1.s,-4.41,0.115119598,smoothed
a.gal1.s,-4.42,0.114401206,smoothed
a.gal1.s,-4.43,0.113685504,smoothed
a.gal1.s,-4.44,0.112972499,smoothed
a.gal1.s,-4.45,0.112262196,smoothed
a.gal1.s,-4.46,0.111554599,smoothed
a.gal1.s,-4.47,0.110849715,smoothed
a.gal1.s,-4.48,0.110147549,smoothed
a.gal1.s,-4.49,0.109448104,smoothed
a.gal1.s,-4.5,0.108751386,smoothed
a.gal1.s,-4.51,0.1080574,smoothed
a.gal1.s,-4.52,0.10736615,smoothed
a.gal1.s,-4.53,0.106677639,smoothed
a.gal1.s,-4.54,0.105991873,smoothed
a.gal1.s,-4.55,0.105308855,smoothed
a.gal1.s,-4.56,0.104628588,smoothed
a.gal1.s,-4.57,0.103951077,smoothed
a.gal1.s,-4.58,0.103276325,smoothed
a.gal1.s,-4.59,0.102604335,smoothed
a.gal1.s,-4.6,0.10193511,smoothed
a.gal1.s,-4.61,0.101268653,smoothed
a.gal1.s,-4.62,0.100604967,smoothed
a.gal1.s,-4.63,0.099944056,smoothed
a.gal1.s,-4.64,0.09928592,smoothed
a.gal1.s,-4.65,0.098630564,smoothed
a.gal1.s,-4.66,0.097977988,smoothed
a.gal1.s,-4.67,0.097328196,smoothed
a.gal1.s,-4.68,0.096681188,smoothed
a.gal1.s,-4.69,0.096036968,smoothed
a.gal1.s,-4.7,0.095395536,smoothed
a.gal1.s,-4.71,0.094756894,smoothed
a.gal1.s,-4.72,0.094121044,smoothed
a.gal1.s,-4.73,0.093487987,smoothed
a.gal1.s,-4.74,0.092857723,smoothed
a.gal1.s,-4.75,0.092230254,smoothed
a.gal1.s,-4.76,0.091605581,smoothed
a.gal1.s,-4.77,0.090983705,smoothed
a.gal1.s,-4.78,0.090364625,smoothed
a.gal1.s,-4.79,0.089748343,smoothed
a.gal1.s,-4.8,0.089134858,smoothed
a.gal1.s,-4.81,0.088524171,smoothed
a.gal1.s,-4.82,0.087916282,smoothed
a.gal1.s,-4.83,0.087311191,smoothed
a.gal1.s,-4.84,0.086708897,smoothed
a.gal1.s,-4.85,0.0861094,smoothed
a.gal1.s,-4.86,0.0855127,smoothed
a.gal1.s,-4.87,0.084918796,smoothed
a.gal1.s,-4.88,0.084327687,smoothed
a.gal1.s,-4.89,0.083739373,smoothed
a.gal1.s,-4.9,0.083153851,smoothed
a.gal1.s,-4.91,0.082571122,smoothed
a.gal1.s,-4.92,0.081991184,smoothed
a.gal1.s,-4.93,0.081414036,smoothed
a.gal1.s,-4.94,0.080839675,smoothed
a.gal1.s,-4.95,0.080268101,smoothed
a.gal1.s,-4.96,0.079699312,smoothed
a.gal1.s,-4.97,0.079133306,smoothed
a.gal1.s,-4.98,0.07857008,smoothed
a.gal1.s,-4.99,0.078009633,smoothed
a.gal1.s,-5,0.077451963,smoothed
a.gal1.s,-1,0.449019608,measured
a.gal1.s,-1.5,0.343137255,measured
a.gal1.s,-2.5,0.223529412,measured
a.gal1.s,-3.5,0.162745098,measured
a.gal1.s,-4.5,0.178431373,measured
a.gal1.s,0,0,measured
a.gal1.s,-0.5,0.247058824,measured
a.gal10.n,0,1.31E-05,smoothed
a.gal10.n,-0.01,1.90E-05,smoothed
a.gal10.n,-0.02,2.73E-05,smoothed
a.gal10.n,-0.03,3.89E-05,smoothed
a.gal10.n,-0.04,5.50E-05,smoothed
a.gal10.n,-0.05,7.73E-05,smoothed
a.gal10.n,-0.06,1.08E-04,smoothed
a.gal10.n,-0.07,1.50E-04,smoothed
a.gal10.n,-0.08,2.06E-04,smoothed
a.gal10.n,-0.09,2.81E-04,smoothed
a.gal10.n,-0.1,3.81E-04,smoothed
a.gal10.n,-0.11,5.14E-04,smoothed
a.gal10.n,-0.12,6.87E-04,smoothed
a.gal10.n,-0.13,9.13E-04,smoothed
a.gal10.n,-0.14,0.001204373,smoothed
a.gal10.n,-0.15,0.001577884,smoothed
a.gal10.n,-0.16,0.002052986,smoothed
a.gal10.n,-0.17,0.002652796,smoothed
a.gal10.n,-0.18,0.003404394,smoothed
a.gal10.n,-0.19,0.004339157,smoothed
a.gal10.n,-0.2,0.005493042,smoothed
a.gal10.n,-0.21,0.006906775,smoothed
a.gal10.n,-0.22,0.008625934,smoothed
a.gal10.n,-0.23,0.010700891,smoothed
a.gal10.n,-0.24,0.013186576,smoothed
a.gal10.n,-0.25,0.016142048,smoothed
a.gal10.n,-0.26,0.019629845,smoothed
a.gal10.n,-0.27,0.023715098,smoothed
a.gal10.n,-0.28,0.028464404,smoothed
a.gal10.n,-0.29,0.033944451,smoothed
a.gal10.n,-0.3,0.040220429,smoothed
a.gal10.n,-0.31,0.047354229,smoothed
a.gal10.n,-0.32,0.055402502,smoothed
a.gal10.n,-0.33,0.064414611,smoothed
a.gal10.n,-0.34,0.074430546,smoothed
a.gal10.n,-0.35,0.085478901,smoothed
a.gal10.n,-0.36,0.097574966,smoothed
a.gal10.n,-0.37,0.11071905,smoothed
a.gal10.n,-0.38,0.124895112,smoothed
a.gal10.n,-0.39,0.140069774,smoothed
a.gal10.n,-0.4,0.156191799,smoothed
a.gal10.n,-0.41,0.173192081,smoothed
a.gal10.n,-0.42,0.19098418,smoothed
a.gal10.n,-0.43,0.209465423,smoothed
a.gal10.n,-0.44,0.228518548,smoothed
a.gal10.n,-0.45,0.24801385,smoothed
a.gal10.n,-0.46,0.267811775,smoothed
a.gal10.n,-0.47,0.287765878,smoothed
a.gal10.n,-0.48,0.307726018,smoothed
a.gal10.n,-0.49,0.327541708,smoothed
a.gal10.n,-0.5,0.347065468,smoothed
a.gal10.n,-0.51,0.366156065,smoothed
a.gal10.n,-0.52,0.384681533,smoothed
a.gal10.n,-0.53,0.402521839,smoothed
a.gal10.n,-0.54,0.419571142,smoothed
a.gal10.n,-0.55,0.435739537,smoothed
a.gal10.n,-0.56,0.450954272,smoothed
a.gal10.n,-0.57,0.465160401,smoothed
a.gal10.n,-0.58,0.478320882,smoothed
a.gal10.n,-0.59,0.490416164,smoothed
a.gal10.n,-0.6,0.501443286,smoothed
a.gal10.n,-0.61,0.511414581,smoothed
a.gal10.n,-0.62,0.520356057,smoothed
a.gal10.n,-0.63,0.528305532,smoothed
a.gal10.n,-0.64,0.535310623,smoothed
a.gal10.n,-0.65,0.541426669,smoothed
a.gal10.n,-0.66,0.546714673,smoothed
a.gal10.n,-0.67,0.551239327,smoothed
a.gal10.n,-0.68,0.555067184,smoothed
a.gal10.n,-0.69,0.558265018,smoothed
a.gal10.n,-0.7,0.560898406,smoothed
a.gal10.n,-0.71,0.563030548,smoothed
a.gal10.n,-0.72,0.56472133,smoothed
a.gal10.n,-0.73,0.566026627,smoothed
a.gal10.n,-0.74,0.566997829,smoothed
